title,duration,description,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5,tags/6,views,author,videoId,comments,stars,numRatings,age,dateFeaturedEpoch,dateFeatured,timestampFeatured,categories/0,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15,tags/16,tags/17,tags/18,tags/19,tags/20,tags/21,tags/22
"DJ Ted Stevens Techno Remix: ""A Series of Tubes""",190,"Paul Holcomb from The Bold Headed Broadcast mixed this techno version of Ted Stevens' now infamous ""Series Of Tubes"" speech and Gavin (that is me) from 13tongimp.com made a video out of it.",ted,stevens,internet,net,neutrality,tubes,,41819,,EtOoQFa5ug8,,2.5,240,4 days ago,1153276688000,"Wed, 19 Jul 2006 02:38:08 GMT",20060719023808,Music,,,,,,,,,,,,,,,,
Ozzy02,42,Here is Ozzy and his mirror friend xD,ozzy,pug,puppy,dog,,,,61344,,TyXn7rkumdE,,2.5,461,2 weeks ago,1153276688000,"Wed, 19 Jul 2006 02:38:08 GMT",20060719023808,Pets & Animals,,,,,,,,,,,,,,,,
Ron Patrick Jet VW 4-06,72,Ron Patrick's Jet-powered VW Beetle,Jet,Car,VW,volkswagen,,,,89261,,3Xo5GY4kDXg,,2.5,629,2 months ago,1153276688000,"Wed, 19 Jul 2006 02:38:08 GMT",20060719023808,Autos & Vehicles,,,,,,,,,,,,,,,,
Cannon Firing 101,148,"Drama Nutz proudly presents, how to (or rather not to) fire a cannon...Enjoy!!",Cannon,Firing,Drama,Nutz,Education,101,Stupid,286329,,mWKHFZOTGXY,,2.5,1810,1 day ago,1153276688000,"Wed, 19 Jul 2006 02:38:08 GMT",20060719023808,Entertainment,Dangerous,,,,,,,,,,,,,,,
war,83,16.7.06 war in haifa. hisbllah attak haifa,haifa,,,,,,,255977,,wFlYw9awR5o,,2.5,1217,2 days ago,1153276688000,"Wed, 19 Jul 2006 02:38:08 GMT",20060719023808,News & Blogs,,,,,,,,,,,,,,,,
UFO Over New York City,43,"""UFOs over New York and I ain't too surprised.""-John Lennon 
If I hadn't seen it with my own eyes, I wouldn't believe it myself!!! Can someone please explain to me what this is??? Thanks in advance. My friend Dino Sorbello (www.tripwave.com) shot it out his window overlooking the east village. What is the explanation? 
 
This page dedicated to Andy
	
		""UFOs over New York and I ain't too surprised.""-John Lennon 
If I hadn't seen it with my own eyes, I wouldn't believe it myself!!! Can someone please explain to me what this is??? Thanks in advance. My friend Dino Sorbello (www.tripwave.com) shot it out his window overlooking the east village. What is the explanation? 
 
This page dedicated to Andy Kaufman, Lynne Margulies, Alan Abel, Loren Coleman and Timothy Green Beckley. I'd dedicate it to John A. Keel too but he'd probably be insulted!  
 
This UFO footage is featured in the movie ""Punk Rock Zombie Kung Fu Catfight"" ( http://www.peterbernard.com/przkfcf ) which I made under my real name. 
Breaking a cardinal Andy Kaufman rule, I'm going to tell you I'm really Peter Bernard, and on YouTube I make cartoons called Power People with actors in the U.S. and England. 
For more by me please go to http://www.powerpeopleonline.com 
or subscribe to my videos here under the name pbmachinima. Thanks!
		... (more)
		(less)",UFO,flying,saucer,new,york,city,nyc,622707,,rZb2VlDyYvk,,2.5,2557,2 days ago,1153276688000,"Wed, 19 Jul 2006 02:38:08 GMT",20060719023808,Science & Technology,peterbernard,,,,,,,,,,,,,,,
The Jaegerr Report episode 1,218,Retarded spoof on the colbert report =),spoof,retarded,galipoka,colbert,report,colbertreport,colber,273997,,WOPHMidcxhQ,,2.5,3564,1 month ago,1153276688000,"Wed, 19 Jul 2006 02:38:08 GMT",20060719023808,Comedy,repor,colberrepor,jaegerr,myhump,black,eyed,peas,bep,my,hump,,,,,,
Chad Vader - Day Shift Manager (episode 1),286,"Chad Vader: Day Shift Manager 
 
Life is hard when you're Darth Vader's less-talented, less-charismatic younger brother and you manage a grocery store. 
 
Brought to you by Blame Society Productions.  Watch many more of our films on our main website at: http://www.splu.net 
 
Written and Directed by Aaron Yonda and Matt Sloan 
This film was created
	
		Chad Vader: Day Shift Manager 
 
Life is hard when you're Darth Vader's less-talented, less-charismatic younger brother and you manage a grocery store. 
 
Brought to you by Blame Society Productions.  Watch many more of our films on our main website at: http://www.splu.net 
 
Written and Directed by Aaron Yonda and Matt Sloan 
This film was created for Channel 101 and also appears there - http://channel101.com 
 
Starring: 
Chad - Aaron Yonda 
Clint/Voice of Chad - Matt Sloan 
Tony - Asa Derks 
Randy - Brad Knight (http://monkeybusinessinstitute.com )  
Tammy - Kealynn Kees 
Clarissa - Christina LaVicka (http://myspace.com/christinaapplet on) 
Lloyd - Rob Matsushita (http://robmatsushita.blogspot.com) 
 
With: 
Cindy Brekken, Casey Brown, Kathy Fischer, Ben LaVicka, Robin Macdonald, Jordan Marko, Caiden Melendy, Chris Melendy, Justin Sprecher, Teddy Weathersbee 
 
Cinematography and Art Direction - Tona Williams (http://tona.bigbite.org) 
Lighting Designer - John Urban (http://urbanphoto.com) 
Casting Director - Courtney Collins (http://courtneycollins.com) 
Assistant Director - Doug Chapin  
Sound Design - John Lee 
Sound Technician - Justin Sprecher 
 
Production Assistants: 
Vijay Prabhu Dandamudi, Kathy Fischer, Robin MacDonald, Jordan Marko, Teddy Weathersbee 
 
Editing - Matt Sloan and Aaron Yonda 
Special Effects - Aaron Yonda  
Music - Andrew Yonda (http://buffali.com) and John Lee 
 
Based on an idea by Tim Harmston 
Filmed on Location at Willy Street Co-op, Madison, WI 
Location Supervisor - Amanda Biederman 
Special Thanks to Brendan Smith 
 
Executive Producer - Courtney Collins 
 
Also: Get our ""McCourt's In Session"" DVD from http://www.splu.net.  Court TV will never be the same!
		... (more)
		(less)",Star,Wars,Comedy,Spin-off,Parody,Darth,Vader,379054,,4wGR4-SeuJ0,,2.5,4823,1 week ago,1153292912000,"Wed, 19 Jul 2006 07:08:32 GMT",20060719070832,Comedy,Supermarket,lightsaber,force,Channel,101,Madison,WI,Wisconsin,,,,,,,,
Funky Blues Harmonica!!,138,"harmonica gives man the blues 
learn how to do this..check out  
my profile for more info. and subscribe",harmonica,blues,explosion,mouth,Ronnie,Shellist,,62954,,hs_OchfmBc8,,2.5,785,1 week ago,1153292912000,"Wed, 19 Jul 2006 07:08:32 GMT",20060719070832,Music,,,,,,,,,,,,,,,,
"Crowd during Punchline set yells ""YOUTUBE""",4,"I totally got the crowd to yell ""Youtube"" at the show in Sayreville, New Jersey. I think I should officially be the King of Youtube for this video...or this video should at least be featured!",Punchline,New,Jersey,Youtube,bologna,crowd,jumping,69524,,ScqCsden5Xk,,2.5,558,2 days ago,1153292912000,"Wed, 19 Jul 2006 07:08:32 GMT",20060719070832,Music,,,,,,,,,,,,,,,,
"DJ Ted Stevens Techno Remix: ""A Series of Tubes""",190,"Paul Holcomb from The Bold Headed Broadcast mixed this techno version of Ted Stevens' now infamous ""Series Of Tubes"" speech and Gavin (that is me) from 13tongimp.com made a video out of it.",ted,stevens,internet,net,neutrality,tubes,,46241,,EtOoQFa5ug8,,2.5,273,4 days ago,1153292912000,"Wed, 19 Jul 2006 07:08:32 GMT",20060719070832,Music,,,,,,,,,,,,,,,,
Ozzy02,42,Here is Ozzy and his mirror friend xD,ozzy,pug,puppy,dog,,,,72193,,TyXn7rkumdE,,2.5,515,2 weeks ago,1153292912000,"Wed, 19 Jul 2006 07:08:32 GMT",20060719070832,Pets & Animals,,,,,,,,,,,,,,,,
Ron Patrick Jet VW 4-06,72,Ron Patrick's Jet-powered VW Beetle,Jet,Car,VW,volkswagen,,,,100034,,3Xo5GY4kDXg,,2.5,683,2 months ago,1153292912000,"Wed, 19 Jul 2006 07:08:32 GMT",20060719070832,Autos & Vehicles,,,,,,,,,,,,,,,,
Cannon Firing 101,148,"Drama Nutz proudly presents, how to (or rather not to) fire a cannon...Enjoy!!",Cannon,Firing,Drama,Nutz,Education,101,Stupid,296487,,mWKHFZOTGXY,,2.5,1844,2 days ago,1153292912000,"Wed, 19 Jul 2006 07:08:32 GMT",20060719070832,Entertainment,Dangerous,,,,,,,,,,,,,,,
war,83,16.7.06 war in haifa. hisbllah attak haifa,haifa,,,,,,,263177,,wFlYw9awR5o,,2.5,1240,2 days ago,1153292912000,"Wed, 19 Jul 2006 07:08:32 GMT",20060719070832,News & Blogs,,,,,,,,,,,,,,,,
UFO Over New York City,43,"""UFOs over New York and I ain't too surprised.""-John Lennon 
If I hadn't seen it with my own eyes, I wouldn't believe it myself!!! Can someone please explain to me what this is??? Thanks in advance. My friend Dino Sorbello (www.tripwave.com) shot it out his window overlooking the east village. What is the explanation? 
 
This page dedicated to Andy
	
		""UFOs over New York and I ain't too surprised.""-John Lennon 
If I hadn't seen it with my own eyes, I wouldn't believe it myself!!! Can someone please explain to me what this is??? Thanks in advance. My friend Dino Sorbello (www.tripwave.com) shot it out his window overlooking the east village. What is the explanation? 
 
This page dedicated to Andy Kaufman, Lynne Margulies, Alan Abel, Loren Coleman and Timothy Green Beckley. I'd dedicate it to John A. Keel too but he'd probably be insulted!  
 
This UFO footage is featured in the movie ""Punk Rock Zombie Kung Fu Catfight"" ( http://www.peterbernard.com/przkfcf ) which I made under my real name. 
Breaking a cardinal Andy Kaufman rule, I'm going to tell you I'm really Peter Bernard, and on YouTube I make cartoons called Power People with actors in the U.S. and England. 
For more by me please go to http://www.powerpeopleonline.com 
or subscribe to my videos here under the name pbmachinima. Thanks!
		... (more)
		(less)",UFO,flying,saucer,new,york,city,nyc,637701,,rZb2VlDyYvk,,2.5,2587,3 days ago,1153292912000,"Wed, 19 Jul 2006 07:08:32 GMT",20060719070832,Science & Technology,peterbernard,,,,,,,,,,,,,,,
The Jaegerr Report episode 1,218,Retarded spoof on the colbert report =),spoof,retarded,galipoka,colbert,report,colbertreport,colber,281678,,WOPHMidcxhQ,,2.5,3658,1 month ago,1153292912000,"Wed, 19 Jul 2006 07:08:32 GMT",20060719070832,Comedy,repor,colberrepor,jaegerr,myhump,black,eyed,peas,bep,my,hump,,,,,,
GYM CLASS HEROES: New Friend Request,252,"Gym Class Heroes' video for 'New Friend Request' from their album, As Cruel As School Children, in stores July 25 on Decaydance. 
 
Download the higher quality version now in the Fueled By Ramen webstore.",gym,class,heroes,fueled,by,ramen,,72830,,2TnlSVKuy34,,2.5,404,1 day ago,1153373999000,"Thu, 20 Jul 2006 05:39:59 GMT",20060720053959,Music,,,,,,,,,,,,,,,,
Chad Vader - Day Shift Manager (episode 1),286,"Chad Vader: Day Shift Manager 
 
Life is hard when you're Darth Vader's less-talented, less-charismatic younger brother and you manage a grocery store. 
 
Brought to you by Blame Society Productions.  Watch many more of our films on our main website at: http://www.splu.net and also check out http://channel101.com for more shows like this - the unav
	
		Chad Vader: Day Shift Manager 
 
Life is hard when you're Darth Vader's less-talented, less-charismatic younger brother and you manage a grocery store. 
 
Brought to you by Blame Society Productions.  Watch many more of our films on our main website at: http://www.splu.net and also check out http://channel101.com for more shows like this - the unavoidable future of entertainment! 
 
Written and Directed by Aaron Yonda and Matt Sloan 
This film was created for Channel 101 and also appears there - http://channel101.com 
 
Starring: 
Chad - Aaron Yonda 
Clint/Voice of Chad - Matt Sloan 
Tony - Asa Derks 
Randy - Brad Knight (http://monkeybusinessinstitute.com )  
Tammy - Kealynn Kees 
Clarissa - Christina LaVicka (http://myspace.com/christinaapplet on) 
Lloyd - Rob Matsushita (http://robmatsushita.blogspot.com) 
 
With: 
Cindy Brekken, Casey Brown, Kathy Fischer, Ben LaVicka, Robin Macdonald, Jordan Marko, Caiden Melendy, Chris Melendy, Justin Sprecher, Teddy Weathersbee 
 
Cinematography and Art Direction - Tona Williams (http://tona.bigbite.org) 
Lighting Designer - John Urban (http://urbanphoto.com) 
Casting Director - Courtney Collins (http://courtneycollins.com) 
Assistant Director - Doug Chapin  
Sound Design - John Lee 
Sound Technician - Justin Sprecher 
 
Production Assistants: 
Vijay Prabhu Dandamudi, Kathy Fischer, Robin MacDonald, Jordan Marko, Teddy Weathersbee 
 
Editing - Matt Sloan and Aaron Yonda 
Special Effects - Aaron Yonda  
Music - Andrew Yonda (http://buffali.com) and John Lee 
 
Based on an idea by Tim Harmston 
Filmed on Location at Willy Street Co-op, Madison, WI 
Location Supervisor - Amanda Biederman 
Special Thanks to Brendan Smith 
 
Executive Producer - Courtney Collins 
 
Also: Get our ""McCourt's In Session"" DVD from http://www.splu.net.  Court TV will never be the same!
		... (more)
		(less)",Star,Wars,Comedy,Spin-off,Parody,Darth,Vader,580174,,4wGR4-SeuJ0,,2.5,6595,1 week ago,1153373999000,"Thu, 20 Jul 2006 05:39:59 GMT",20060720053959,Comedy,Supermarket,lightsaber,force,Channel,101,Madison,WI,Wisconsin,,,,,,,,
Funky Blues Harmonica!!,138,"Learn how to do this..subscribe and check out my profile for more info. yes i am really playing the harmonica in this clip. it's not fake, although   
i'm flattered that i've been called on it. 
it's a Bushman harmonica in the key of C.  no tabs here as i was just improvising over a back track. 
Email me at shellist@hotmail.com with the title ""harm
	
		Learn how to do this..subscribe and check out my profile for more info. yes i am really playing the harmonica in this clip. it's not fake, although   
i'm flattered that i've been called on it. 
it's a Bushman harmonica in the key of C.  no tabs here as i was just improvising over a back track. 
Email me at shellist@hotmail.com with the title ""harmonica dvd"". This will let me know you're interested in buying or getting more information about my upcoming instructional videos on harmonica.  I will respond with additional info.  Thanks.
		... (more)
		(less)",harmonica,blues,explosion,mouth,Ronnie,Shellist,,93849,,hs_OchfmBc8,,2.5,1073,1 week ago,1153373999000,"Thu, 20 Jul 2006 05:39:59 GMT",20060720053959,Music,,,,,,,,,,,,,,,,
"Crowd during Punchline set yells ""YOUTUBE""",4,"I totally got the crowd to yell ""Youtube"" at the show in Sayreville, New Jersey. I think I should officially be the King of Youtube for this video...or this video should at least be featured!",Punchline,New,Jersey,Youtube,bologna,crowd,jumping,105157,,ScqCsden5Xk,,2.5,784,3 days ago,1153373999000,"Thu, 20 Jul 2006 05:39:59 GMT",20060720053959,Music,,,,,,,,,,,,,,,,
"DJ Ted Stevens Techno Remix: ""A Series of Tubes""",190,"Paul Holcomb from The Bold Headed Broadcast mixed this techno version of Ted Stevens' now infamous ""Series Of Tubes"" speech and Gavin (that is me) from 13tongimp.com made a video out of it.",ted,stevens,internet,net,neutrality,tubes,,66859,,EtOoQFa5ug8,,2.5,375,5 days ago,1153373999000,"Thu, 20 Jul 2006 05:39:59 GMT",20060720053959,Music,,,,,,,,,,,,,,,,
Ozzy02,42,Here is Ozzy and his mirror friend xD,ozzy,pug,puppy,dog,,,,123886,,TyXn7rkumdE,,2.5,680,2 weeks ago,1153373999000,"Thu, 20 Jul 2006 05:39:59 GMT",20060720053959,Pets & Animals,,,,,,,,,,,,,,,,
Ron Patrick Jet VW 4-06,72,Ron Patrick's Jet-powered VW Beetle,Jet,Car,VW,volkswagen,,,,155598,,3Xo5GY4kDXg,,2.5,932,2 months ago,1153373999000,"Thu, 20 Jul 2006 05:39:59 GMT",20060720053959,Autos & Vehicles,,,,,,,,,,,,,,,,
Cannon Firing 101,148,"Drama Nutz proudly presents, how to (or rather not to) fire a cannon...Enjoy!!",Cannon,Firing,Drama,Nutz,Education,101,Stupid,335752,,mWKHFZOTGXY,,2.5,1978,3 days ago,1153373999000,"Thu, 20 Jul 2006 05:39:59 GMT",20060720053959,Entertainment,Dangerous,,,,,,,,,,,,,,,
war,83,16.7.06 war in haifa. hisbllah attak haifa,haifa,,,,,,,324570,,wFlYw9awR5o,,2.5,1388,3 days ago,1153373999000,"Thu, 20 Jul 2006 05:39:59 GMT",20060720053959,News & Blogs,,,,,,,,,,,,,,,,
UFO Over New York City,43,"""UFOs over New York and I ain't too surprised.""-John Lennon 
If I hadn't seen it with my own eyes, I wouldn't believe it myself!!! Can someone please explain to me what this is??? Thanks in advance. My friend Dino Sorbello (www.tripwave.com) shot it out his window overlooking the east village. What is the explanation? 
 
This page dedicated to Andy
	
		""UFOs over New York and I ain't too surprised.""-John Lennon 
If I hadn't seen it with my own eyes, I wouldn't believe it myself!!! Can someone please explain to me what this is??? Thanks in advance. My friend Dino Sorbello (www.tripwave.com) shot it out his window overlooking the east village. What is the explanation? 
 
This page dedicated to Andy Kaufman, Lynne Margulies, Alan Abel, Loren Coleman and Timothy Green Beckley. I'd dedicate it to John A. Keel too but he'd probably be insulted!  
 
This UFO footage is featured in the movie ""Punk Rock Zombie Kung Fu Catfight"" ( http://www.peterbernard.com/przkfcf ) which I made under my real name. 
Breaking a cardinal Andy Kaufman rule, I'm going to tell you I'm really Peter Bernard, and on YouTube I make cartoons called Power People with actors in the U.S. and England. 
For more by me please go to http://www.powerpeopleonline.com 
or subscribe to my videos here under the name pbmachinima. Thanks!
		... (more)
		(less)",UFO,flying,saucer,new,york,city,nyc,670761,,rZb2VlDyYvk,,2.5,2665,4 days ago,1153373999000,"Thu, 20 Jul 2006 05:39:59 GMT",20060720053959,Science & Technology,peterbernard,,,,,,,,,,,,,,,
Lets ask for peace in the Middle East!,67,Its enough of war! Nobody understands that everlasting conflict! Lets all ask for peace!,israel,syria,lebanon,palestine,war,peace,middle,1554,,SlkPXClXBIE,,2.5,33,16 hours ago,1153396111000,"Thu, 20 Jul 2006 11:48:31 GMT",20060720114831,News & Blogs,east,muslim,jew,conflict,haifa,jerusalem,beirut,hezbollah,,,,,,,,
"war on lebanon (1)  July 16, 2006  - (AUDIO)",50,"Listen to the horrifying blasts of israeli bombs exploding in the Lebanese capital, Beirut",lebanon,beirut,israel,bombs,war,explosion,aggression,9339,,QvZ_qR8xwvo,,2.5,71,2 days ago,1153396111000,"Thu, 20 Jul 2006 11:48:31 GMT",20060720114831,News & Blogs,hezbollah,civilians,death,,,,,,,,,,,,,
POP VIDEO AWARDS CELEBRITY  MESSAGES,158,MESSAGES FROM VARIOUS CELEBRITIES WHO WERE UNABLE TO ATTEND THE 2006 CADS POP VIDEO AWARDS IN LONDON,MADONNA,PETE,DOHERTY,MICHAEL,MOORE,JHAMES,BL8UNT,6904,,G53fplGpINo,,2.5,101,1 week ago,1153396111000,"Thu, 20 Jul 2006 11:48:31 GMT",20060720114831,Comedy,BONO,ADAM,BUXTON,DAVID,HASSELHOF,STARWARS,STAR,WARS,HILARIOUS,SHIZ,,,,,,
GYM CLASS HEROES: New Friend Request,252,"Gym Class Heroes' video for 'New Friend Request' from their album, As Cruel As School Children, in stores July 25 on Decaydance. 
 
Download the higher quality version now in the Fueled By Ramen webstore.",gym,class,heroes,fueled,by,ramen,,92832,,2TnlSVKuy34,,2.5,471,1 day ago,1153396111000,"Thu, 20 Jul 2006 11:48:31 GMT",20060720114831,Music,,,,,,,,,,,,,,,,
Chad Vader - Day Shift Manager (episode 1),286,"Chad Vader: Day Shift Manager 
 
Life is hard when you're Darth Vader's less-talented, less-charismatic younger brother and you manage a grocery store. 
 
Brought to you by Blame Society Productions.  Watch many more of our films on our main website at: http://www.splu.net and also check out http://channel101.com for more shows like this - the unav
	
		Chad Vader: Day Shift Manager 
 
Life is hard when you're Darth Vader's less-talented, less-charismatic younger brother and you manage a grocery store. 
 
Brought to you by Blame Society Productions.  Watch many more of our films on our main website at: http://www.splu.net and also check out http://channel101.com for more shows like this - the unavoidable future of entertainment! 
 
Written and Directed by Aaron Yonda and Matt Sloan 
This film was created for Channel 101 and also appears there - http://channel101.com 
 
Starring: 
Chad - Aaron Yonda 
Clint/Voice of Chad - Matt Sloan 
Tony - Asa Derks 
Randy - Brad Knight (http://monkeybusinessinstitute.com )  
Tammy - Kealynn Kees 
Clarissa - Christina LaVicka (http://myspace.com/christinaapplet on) 
Lloyd - Rob Matsushita (http://robmatsushita.blogspot.com) 
 
With: 
Cindy Brekken, Casey Brown, Kathy Fischer, Ben LaVicka, Robin Macdonald, Jordan Marko, Caiden Melendy, Chris Melendy, Justin Sprecher, Teddy Weathersbee 
 
Cinematography and Art Direction - Tona Williams (http://tona.bigbite.org) 
Lighting Designer - John Urban (http://urbanphoto.com) 
Casting Director - Courtney Collins (http://courtneycollins.com) 
Assistant Director - Doug Chapin  
Sound Design - John Lee 
Sound Technician - Justin Sprecher 
 
Production Assistants: 
Vijay Prabhu Dandamudi, Kathy Fischer, Robin MacDonald, Jordan Marko, Teddy Weathersbee 
 
Editing - Matt Sloan and Aaron Yonda 
Special Effects - Aaron Yonda  
Music - Andrew Yonda (http://buffali.com) and John Lee 
 
Based on an idea by Tim Harmston 
Filmed on Location at Willy Street Co-op, Madison, WI 
Location Supervisor - Amanda Biederman 
Special Thanks to Brendan Smith 
 
Executive Producer - Courtney Collins 
 
Also: Get our ""McCourt's In Session"" DVD from http://www.splu.net.  Court TV will never be the same!
		... (more)
		(less)",Star,Wars,Comedy,Spin-off,Parody,Darth,Vader,612856,,4wGR4-SeuJ0,,2.5,6871,1 week ago,1153396111000,"Thu, 20 Jul 2006 11:48:31 GMT",20060720114831,Comedy,Supermarket,lightsaber,force,Channel,101,Madison,WI,Wisconsin,,,,,,,,
Funky Blues Harmonica!!,138,"Learn how to do this..subscribe and check out my profile for more info. yes i am really playing the harmonica in this clip. it's not fake, although   
i'm flattered that i've been called on it. 
it's a Bushman harmonica in the key of C.  no tabs here as i was just improvising over a back track. 
Email me at shellist@hotmail.com with the title ""harm
	
		Learn how to do this..subscribe and check out my profile for more info. yes i am really playing the harmonica in this clip. it's not fake, although   
i'm flattered that i've been called on it. 
it's a Bushman harmonica in the key of C.  no tabs here as i was just improvising over a back track. 
Email me at shellist@hotmail.com with the title ""harmonica dvd"". This will let me know you're interested in buying or getting more information about my upcoming instructional videos on harmonica.  I will respond with additional info.  Thanks.
		... (more)
		(less)",harmonica,blues,explosion,mouth,Ronnie,Shellist,,99333,,hs_OchfmBc8,,2.5,1124,1 week ago,1153396111000,"Thu, 20 Jul 2006 11:48:31 GMT",20060720114831,Music,,,,,,,,,,,,,,,,
"Crowd during Punchline set yells ""YOUTUBE""",4,"I totally got the crowd to yell ""Youtube"" at the show in Sayreville, New Jersey. I think I should officially be the King of Youtube for this video...or this video should at least be featured!",Punchline,New,Jersey,Youtube,bologna,crowd,jumping,111724,,ScqCsden5Xk,,2.5,813,3 days ago,1153396111000,"Thu, 20 Jul 2006 11:48:31 GMT",20060720114831,Music,,,,,,,,,,,,,,,,
"DJ Ted Stevens Techno Remix: ""A Series of Tubes""",190,"Paul Holcomb from The Bold Headed Broadcast mixed this techno version of Ted Stevens' now infamous ""Series Of Tubes"" speech and Gavin (that is me) from 13tongimp.com made a video out of it.",ted,stevens,internet,net,neutrality,tubes,,74004,,EtOoQFa5ug8,,2.5,408,6 days ago,1153396111000,"Thu, 20 Jul 2006 11:48:31 GMT",20060720114831,Music,,,,,,,,,,,,,,,,
Ozzy02,42,Here is Ozzy and his mirror friend xD,ozzy,pug,puppy,dog,,,,133511,,TyXn7rkumdE,,2.5,710,2 weeks ago,1153396111000,"Thu, 20 Jul 2006 11:48:31 GMT",20060720114831,Pets & Animals,,,,,,,,,,,,,,,,
Ron Patrick Jet VW 4-06,72,Ron Patrick's Jet-powered VW Beetle,Jet,Car,VW,volkswagen,,,,168175,,3Xo5GY4kDXg,,2.5,972,2 months ago,1153396111000,"Thu, 20 Jul 2006 11:48:31 GMT",20060720114831,Autos & Vehicles,,,,,,,,,,,,,,,,
Lets ask for peace in the Middle East!,67,"Its enough of war! Nobody understands that everlasting conflict! Lets all ask for peace! 
 
EDIT: I do not live in Israel, Lebanon, Syria, Palestine or even in the USA! I am NEUTRAL! Just want peace. Dont perpetuate those conflicts! 
 
EDIT II -  Send me a video response (or a pic) asking for peace or supporting peace and i will publish it! 
Just f
	
		Its enough of war! Nobody understands that everlasting conflict! Lets all ask for peace! 
 
EDIT: I do not live in Israel, Lebanon, Syria, Palestine or even in the USA! I am NEUTRAL! Just want peace. Dont perpetuate those conflicts! 
 
EDIT II -  Send me a video response (or a pic) asking for peace or supporting peace and i will publish it! 
Just for fun you can also write the word ""peace"" in a part of your body and send it to me, i will publish those as well. No ""erotic"" or PORN stuff...
		... (more)
		(less)",israel,syria,lebanon,palestine,war,peace,middle,67046,,SlkPXClXBIE,,2.5,943,1 day ago,1153443683000,"Fri, 21 Jul 2006 01:01:23 GMT",20060721010123,News & Blogs,east,muslim,jew,conflict,haifa,jerusalem,beirut,hezbollah,,,,,,,,
"war on lebanon (1)  July 16, 2006  - (AUDIO)",50,"Listen to the horrifying blasts of israeli bombs exploding in the Lebanese capital, Beirut. This video brings back haunting memories from the 82 israeli invasion of Beirut - I was then only 4 years old - But the lasting impact of these blasts has never left me.. For those lucky enough to have not experienced a war during their lifetime, it may appe
	
		Listen to the horrifying blasts of israeli bombs exploding in the Lebanese capital, Beirut. This video brings back haunting memories from the 82 israeli invasion of Beirut - I was then only 4 years old - But the lasting impact of these blasts has never left me.. For those lucky enough to have not experienced a war during their lifetime, it may appear to you that you understand all about it by watching CNN, BBC, or reading the papers.. This video is an attempt to give you a more realistic sense of how terrifying a war can be on innocent civilians.. and kids, just like me, 24 years ago!
		... (more)
		(less)",lebanon,beirut,israel,bombs,war,explosion,aggression,103353,,QvZ_qR8xwvo,,2.5,413,2 days ago,1153443683000,"Fri, 21 Jul 2006 01:01:23 GMT",20060721010123,News & Blogs,hezbollah,civilians,death,,,,,,,,,,,,,
POP VIDEO AWARDS CELEBRITY  MESSAGES,158,MESSAGES FROM VARIOUS CELEBRITIES WHO WERE UNABLE TO ATTEND THE 2006 CADS POP VIDEO AWARDS IN LONDON,MADONNA,PETE,DOHERTY,MICHAEL,MOORE,JHAMES,BL8UNT,40493,,G53fplGpINo,,2.5,314,1 week ago,1153443683000,"Fri, 21 Jul 2006 01:01:23 GMT",20060721010123,Comedy,BONO,ADAM,BUXTON,DAVID,HASSELHOF,STARWARS,STAR,WARS,HILARIOUS,SHIZ,,,,,,
GYM CLASS HEROES: New Friend Request,252,"Gym Class Heroes' video for 'New Friend Request' from their album, As Cruel As School Children - in stores July 25th on Decaydance. 
 
Download the higher quality version now in the Fueled By Ramen webstore.",gym,class,heroes,fueled,by,ramen,,113705,,2TnlSVKuy34,,2.5,589,2 days ago,1153443683000,"Fri, 21 Jul 2006 01:01:23 GMT",20060721010123,Music,,,,,,,,,,,,,,,,
