title,duration,description,views,author,videoId,uploadDate,comments,stars,numRatings,age,dateFeaturedEpoch,dateFeatured,timestampFeatured,categories/0,selectedBy,selectedByLink
SUPER MEGA TRANSFORM!!!,155,"Guy 2 has FOUND Guy 1!  In his quest to find his cohort, it finally occurred to Ben to check Guy 1's house.  And sure enough, that's where he was this whole time.  Apparently, Guy 1 was contenting himself with life simply as ""Sean,"" making Video Blogs and other random nonsense for the internet.

Ben soon puts him back on track, both of them leaping headfirst into the SUPER MEGA TRANSFORMATION that boosts their powers and metamorphoses them into...Guy 1 and Guy 2 - THE TWO GUYS!!!

(NOTE FOR THE IMPATIENT:  This isn't a blog, despite what you may think from the first part.  Watch past the first 35 seconds.  You'll be quite pleasantly surprised, I think!)

Behind-the-scenes notes: Made over the course of 3 weeks with a budget of about 200 dollars (half of which went into the bluescreen), effects and editing done using off-the-shelf editing software, and original music by Zaranyzerak.

Official Two Guys and an Effects Box website:
http://www.zaranyzerak.com/mus ic/twoguys/

Our debut music CD - ""The Beginning""
http://www.cafepress.com/twogu ysfx.148670455

Official Two Guys and An Effects Box Merchandise:
http://www.cafepress.com/twogu ysfx",489438,Zaranyzerak,AW0GThJ7GjQ,,,3.5,,,1185410847000,"Thu, 26 Jul 2007 00:47:27 GMT",20070726004727,Comedy,,
The Lollipop Tree,158,"Mike L. Mayfield and the Citizens Against Safety Goggles present:

Edu-prop on a stick!  A satire of the banal, nonsensical material used in the U.S. public education system in the 1960s and 70s.

--- www.CitizensAgainstSafetyGoggl es.com ---",270417,MikeLMayfield,HtVbAazUekM,,,3.5,,,1185410847000,"Thu, 26 Jul 2007 00:47:27 GMT",20070726004727,Film & Animation,,
The Fantastic Voyage of Billy Th...,292,"5 minute flash animation
for a cleaner flash version, visit
http://www.mlandsman.com/anime /billythebullet.html
Also, check out my comic journal at http://www.thedailycomic.com
Written and animated by Mitchell Landsman
Music by Shawn Kilroy
Narration by Frank X
Sound Design by Andersonmultimedia.com",151169,mrpocketpants,opxtPh3TuII,,,4.5,,,1185410847000,"Thu, 26 Jul 2007 00:47:27 GMT",20070726004727,Film & Animation,,
Singing Tesla Coil at Duckon 2007,162,"This is a solid-state Tesla coil. The primary runs at its resonant frequency in the 41 KHz range, and is modulated from the control unit in order to generate the tones you hear.

So just to explain a little further, yes, it is the actual high voltage sparks that are making the noise. Every cycle of the music is a burst of sparks at 41 KHz, triggered by digital circuitry at the end of a ""long"" piece of fiber optics.

What's not immediately obvious in this video is how loud this is. Many people were covering their ears, dogs were barking. In the sections where the crowd is cheering and the coils is starting and stopping, you can hear the the crowd is drowned out by the coil when it's firing.

This Tesla coil was built and is owned by Steve Ward. Steve is a EE student at U of I Urbana-Champaign. He and Jeff have been going to Teslathons, which is where they met.

It's been suggested that a good name for this coil would be the ""Zeusaphone"". ""Thoremin"" has also been mentioned, though personally I think we need Theramin type inputs for that.

To answer a few questions I've received, YES, someone did yell ""Play Freebird!"" after the first round of music.",270627,demjp8RqDA,3ff_AXVlo9U,,,4.5,,,1186021494000,"Thu, 02 Aug 2007 02:24:54 GMT",20070802022454,Gadgets & Games,,
HAMLET ON THE STREET - Monologue...,190,"18 year old actor Craig Bazan performs monologue from William Shakespeare's Hamlet in Camden, New Jersey.

This monologue was fi
	
	
			18 year old actor Craig Bazan performs monologue from William Shakespeare's Hamlet in Camden, New Jersey.

This monologue was filmed spur of the moment on the streets of Camden across the street from the Creative Arts High School he graduated from.  

Also please subscribe to my videos if you liked the video.  I am going to be posting more videos with Craig in the next few weeks.

Thank you Big Joe @ YouTube for featuring this amazing, talented young man and thank you to everyone else for all of the wonderful comments.

July 25 Update:  We filmed a musical monologue from Sweeney Todd.  Watch it now:   
http://youtube.com/watch?v=qm_ ubKvHFx0

Also... Craig filmed a Thank you video for all of the support and positive comments.
http://youtube.com/watch?v=iSB eMg6EMvI

For information on the filmmakers visit: http://www.PowerhousePictures. com. 

Media:  To Request an interview with Craig Bazan or Chris Barrett please contact Publicist: Karen Ammond, kbcmedia@att.net

We are planning on launching a program through which we will visit many inner-city school nation wide to show the world other talented kids like Craig through YouTube.  Visit: http://innertubeproject.org/ for more information or send an email to chris@powerhousepictures.com",117091,chrisbarrett,Oa-cfEncd6Y,,,4.5,,,1186021494000,"Thu, 02 Aug 2007 02:24:54 GMT",20070802022454,People & Blogs,,
cockroaches E.L.F.,241,"my first foray into D.I.Y mtv style $12 budget music videos..all the way from the ELFCAVE Sydney Australia!
www.myspace.com/theelff",59001,theelff,ZQKBbEeS8MU,,,3.5,,,1186021494000,"Thu, 02 Aug 2007 02:24:54 GMT",20070802022454,Music,,
Ghetto Science - Smoking,208,"Most people haven't seen this, but I bet it would help more people understand why smoking isn't a good idea.  Filmed in one take and completely produced in under an hour.  If you think the results are fake, go ahead and try it yourself.  And if you start smoking, you are an absolute idiot.

For the record, I'm a smoker.  I've quit, but that will never make me a non-smoker.  Once you're addicted, you're a smoker for life.  All I can do is try to always be a smoker who is not smoking today.




The music in the background is Mozart's Requiem Lacrymosa.   Anyone know why?",548219,TLBProductions,IQ4n7g31RlE,,,4.5,,,1186021494000,"Thu, 02 Aug 2007 02:24:54 GMT",20070802022454,Howto & DIY,,
Gullible is not in the Dictionary,145,"Every single day my Chemistry teacher would say to the class ""95% of Americans are scientifically illiterate...don't be one of the
	
	
			Every single day my Chemistry teacher would say to the class ""95% of Americans are scientifically illiterate...don't be one of them"". That always drove me crazy. He made fun of those scientifically illiterate Americans by saying how easily they would just take any fact by anyone as a true fact without questioning the validity of it. This drove me crazy because this was exactly what he was reinforcing by just giving us a fact and not having us question it.",943335,AngryLittleGirI,OruQy-X32O0,,,2.5,,,1186021494000,"Thu, 02 Aug 2007 02:24:54 GMT",20070802022454,People & Blogs,,
Oh Mandy - The Spinto Band,214,"Video for the song from Nice and Nicely Done.
Directed by Jon Watts",221514,SpintoBand,lYALZWFfPO0,,,4.5,,,1186021494000,"Thu, 02 Aug 2007 02:24:54 GMT",20070802022454,Music,,
Video Dating Tape,126,"Jake is still looking for your love. Short animation about a man named Jake. I made this. If you really think I stole this then why not go to fat-pie.com and click the link that says ""fat-pie on youtube"" see where it takes you. I realise that on youtube a lot of comment-makers don't think before leaving a claim or threat and certainly don't research, they just see someone else's opinion and instantly jump on the bandwagon. That's cool, but just remember, it's much quicker for me to delete a comment than it is for you to make one.",625531,Doki66,ke6P5qF072k,,,3.5,,,1186021494000,"Thu, 02 Aug 2007 02:24:54 GMT",20070802022454,Film & Animation,,
VDW: Hitman,143,"Hello, my name is Brett...",471072,VooDooWop,r0CdnUKGmMA,,,4.5,,,1186021494000,"Thu, 02 Aug 2007 02:24:54 GMT",20070802022454,Comedy,,
"""Chocolate Rain"" Original Song b...",292,"FREE MP3! Right-click and SAVE!

http://www.tayzonday.com/Tay_Z onday_Chocolate_Rain.mp3

This MP3 is subject to a Creative Commons License. Creative Commons License Details:

http://creativecommons.org/lic enses/by-nc-nd/3.0/us/

Original a cappella vocals (Very Rough Take):

http://www.chocolaterain.net/C R_Vocals_Rough_180bpm.wav

Heads up to remixers: I'm not sure how the long term commercial rights to the song will develop, but all commercial rights are generally reserved. 

""Chocolate Rain""

Chocolate Rain
Some stay dry and others feel the pain
Chocolate Rain
A baby born will die before the sin

Chocolate Rain
The school books say it can't be here again
Chocolate Rain
The prisons make you wonder where it went

Chocolate Rain
Build a tent and say the world is dry
Chocolate Rain
Zoom the camera out and see the lie 

Chocolate Rain
Forecast to be falling yesterday
Chocolate Rain
Only in the past is what they say

Chocolate Rain
Raised your neighborhood insurance rates
Chocolate Rain
Makes us happy 'livin in a gate

Chocolate Rain
Made me cross the street the other day
Chocolate Rain
Made you turn your head the other way

(Chorus)
Chocolate Rain
History quickly crashing through your veins
Chocolate Rain
Using you to fall back down again
[Repeat]

Chocolate Rain
Seldom mentioned on the radio
Chocolate Rain
Its the fear your leaders call control

Chocolate Rain
Worse than swearing worse than calling names
Chocolate Rain
Say it publicly and you're insane

Chocolate Rain
No one wants to hear about it now
Chocolate Rain
Wish real hard it goes away somehow

Chocolate Rain
Makes the best of friends begin to fight
Chocolate Rain
But did they know each other in the light? 

Chocolate Rain
Every February washed away
Chocolate Rain
Stays behind as colors celebrate

Chocolate Rain
The same crime has a higher price to pay
chocolate Rain
The judge and jury swear it's not the face

(Chorus)

Chocolate Rain
Dirty secrets of economy
Chocolate Rain
Turns that body into GDP 

Chocolate Rain
The bell curve blames the baby's DNA
Chocolate Rain
But test scores are how much the parents make

Chocolate Rain
'Flippin cars in France the other night
Chocolate Rain
Cleans the sewers out beneath Mumbai

Chocolate Rain
'Cross the world and back its all the same
Chocolate Rain
Angels cry and shake their heads in shame

Chocolate Rain
Lifts the ark of paradise in sin
Chocolate Rain
Which part do you think you're 'livin in?

Chocolate Rain
More than 'marchin more than passing law
Chocolate Rain
Remake how we got to where we are. 

(Chorus)",2738,TayZonday,EwTZ2xpQwpA,,,3.5,,,1186021494000,"Thu, 02 Aug 2007 02:24:54 GMT",20070802022454,Music,,
Create a Lemon Battery,407,"Purchase: http://hilaroad.com/video/ Creating a battery from a lemon is a common project in many science text books. Successfully creating one of these devices is not easy. This video demonstrates how to construct and use a lemon battery to light an LED and operate a calculator. 
http://hilaroad.com",838837,ScienceOnline,AY9qcDCFeVI,,,4.5,,,1186021494000,"Thu, 02 Aug 2007 02:24:54 GMT",20070802022454,Howto & DIY,,
July 18: Accio Deathly Hallows (...,233,"DOWNLOAD THE SONG: http://www.brotherhood2.com

Brotherhood 2.0 is a year-long project in which brothers Hank and John Green have abandoned textual communication in favor of daily videoblogs. (Hank does a song every Wednesday!) Join the nerdfighters at www.brotherhood2.com. 

Song lyrics:

I'm gettin kinda tired of this
prepublication media blitz
they've got all of muggle kind under their spell

don't they know the whole world's already gone
and reserved a copy from amazon
how many more books could you sell?
Just give me that book or go to hell.

{chorus}
Cause I need ... Harry Potter
Like a grindylow needs water
as Saturday approaches my need grows

Accio Deathly Hallows
Incendio Book Sales Embargoes
It'll feel like phoenix tears on a broken nose
Accio deathly hallows 
Accio deathly hallows

I'm getting kinda petrified
What would Ron do if Hermione died
Or if Voldemort killed Hedwig just for yucks

I have no confidence
in theories about the half blood prince
And what if Harry's brain is a horcrux
Holy crap that would frikkin suck.

{chorus}

{bridge}
Whatever's up the sleve of JK Rowling
I bet it has to do with snape unbreakably vowing
to protect that pureblood pus face Malfoy




But in the end I don't think it's gonna matter
if Snape's good, or if he's bad
because the weight of the world rests on our boy.
Yeah the weight of the world rests on our boy

{chorus}

But mostly I'm just feelin' sad
I know this could end real bad but
I wish it didn't have to end at all
Yeah I wish it didn't have to end at all

Cause I couldn't care more about Harry Potter
If Hogwarts was my Alma Mater....

It's fantastically easy to play...Chord Progression:

Verse: CFCFCFC - CFFGCFC - CF

Chorus: C-CFCFG - CFCFCFG - CFC - CFF

Bridge: FGCFFGC - FGCFFGC - FF

Complete Chords in the Forum
http://www.brotherhood2.com/my pants/viewtopic.php?id=320

And More of our Songs can be downloaded here:
http://www.brotherhood2.com/my pants/viewtopic.php?id=332",585751,vlogbrothers,CvvFiZyEyTA,,,4.5,,,1186021494000,"Thu, 02 Aug 2007 02:24:54 GMT",20070802022454,Music,,
Border Collie Attacks Pumpkin,192,"Dixie destroys a Giant Pumpkin.  A couple of weeks ago my brother MattB needed me to baby sit his dogs (Dixie and Koko) for the day.  Dixie is a border collie who always seems to find a task.  She must have something to do all the time...
 They spent the day in  our shop where we build wind turbines.  Our good freind Zubbly grows Giant Pumpkins and he sent some seeds last year.  Heather (my Mom) planted those last spring and gave my daughter Maya the largest pumpkin of the lot.  It sat around here in the shop for a couple months and then.. when we had Dixie and she seemed kinda bored we decided to let her take out her anxieties on the giant pumpkin.  Over the course of about 10 min she totally destroyed an 80 pound pumpkin.  In this video we've compressed about 7 of those min. into about 3.  Adam Brandon filmed this, check out adambrandon.com.  He was up working with us on a DVD were making that shows how we build wind turbines.  Too much fun!!!!
Anyhow... sometimes otherpower.com spends its time building windmills.. sometimes it spends its time playing with the dogs.  Watching dogs is usually better than watching television.  One months worth of dog food costs about as much as your average cable connection.",423578,otherpower,6kmu6bLEetc,,,4.5,,,1186021494000,"Thu, 02 Aug 2007 02:24:54 GMT",20070802022454,Pets & Animals,,
Voodoo Trombones,224,"lllustrations and animation by eclectech.
http://eclectech.co.uk

Music by the Voodoo Trombone Quartet
http://www.myspace.com/
	
	
			lllustrations and animation by eclectech.
http://eclectech.co.uk

Music by the Voodoo Trombone Quartet
http://www.myspace.com/voodoot rombonequartet

Bigger and higher quality in Flash
http://eclectech.co.uk/voodoot rombones.php",8413,eclectech,Gy4SrV-aHxg,,,2.5,,,1186081071000,"Thu, 02 Aug 2007 18:57:51 GMT",20070802185751,Film & Animation,,
I'm falling in love,197,"this is an original acoustic song 

hope you like it :)

subscribe for instant updates.


for more music check out 

myspace.com/jsteere",101462,bunetaybaz,oXjInYHk2j0,,,4.5,,,1186081071000,"Thu, 02 Aug 2007 18:57:51 GMT",20070802185751,Music,,
Singing Tesla Coil at Duckon 2007,162,"This is a solid-state Tesla coil. The primary runs at its resonant frequency in the 41 KHz range, and is modulated from the control unit in order to generate the tones you hear.

So just to explain a little further, yes, it is the actual high voltage sparks that are making the noise. Every cycle of the music is a burst of sparks at 41 KHz, triggered by digital circuitry at the end of a ""long"" piece of fiber optics.

What's not immediately obvious in this video is how loud this is. Many people were covering their ears, dogs were barking. In the sections where the crowd is cheering and the coils is starting and stopping, you can hear the the crowd is drowned out by the coil when it's firing.

This Tesla coil was built and is owned by Steve Ward. Steve is a EE student at U of I Urbana-Champaign. He and Jeff have been going to Teslathons, which is where they met.

It's been suggested that a good name for this coil would be the ""Zeusaphone"". ""Thoremin"" has also been mentioned, though personally I think we need Theramin type inputs for that.

To answer a few questions I've received, YES, someone did yell ""Play Freebird!"" after the first round of music.",378300,demjp8RqDA,3ff_AXVlo9U,,,4.5,,,1186081071000,"Thu, 02 Aug 2007 18:57:51 GMT",20070802185751,Gadgets & Games,,
HAMLET ON THE STREET - Monologue...,190,"18 year old actor Craig Bazan performs monologue from William Shakespeare's Hamlet in Camden, New Jersey.

This monologue was fi
	
	
			18 year old actor Craig Bazan performs monologue from William Shakespeare's Hamlet in Camden, New Jersey.

This monologue was filmed spur of the moment on the streets of Camden across the street from the Creative Arts High School he graduated from.  

Also please subscribe to my videos if you liked the video.  I am going to be posting more videos with Craig in the next few weeks.

Thank you Big Joe @ YouTube for featuring this amazing, talented young man and thank you to everyone else for all of the wonderful comments.

July 25 Update:  We filmed a musical monologue from Sweeney Todd.  Watch it now:   
http://youtube.com/watch?v=qm_ ubKvHFx0

Also... Craig filmed a Thank you video for all of the support and positive comments.
http://youtube.com/watch?v=iSB eMg6EMvI

For information on the filmmakers visit: http://www.PowerhousePictures. com. 

Media:  To Request an interview with Craig Bazan or Chris Barrett please contact Publicist: Karen Ammond, kbcmedia@att.net

We are planning on launching a program through which we will visit many inner-city school nation wide to show the world other talented kids like Craig through YouTube.  Visit: http://innertubeproject.org/ for more information or send an email to chris@powerhousepictures.com",175872,chrisbarrett,Oa-cfEncd6Y,,,4.5,,,1186081071000,"Thu, 02 Aug 2007 18:57:51 GMT",20070802185751,People & Blogs,,
cockroaches E.L.F.,241,"my first foray into D.I.Y mtv style $12 budget music videos..all the way from the ELFCAVE Sydney Australia!
www.myspace.com/theelff",75330,theelff,ZQKBbEeS8MU,,,3.5,,,1186081071000,"Thu, 02 Aug 2007 18:57:51 GMT",20070802185751,Music,,
Ghetto Science - Smoking,208,"Most people haven't seen this, but I bet it would help more people understand why smoking isn't a good idea.  Filmed in one take and completely produced in under an hour.  If you think the results are fake, go ahead and try it yourself.  And if you start smoking, you are an absolute idiot.

For the record, I'm a smoker.  I've quit, but that will never make me a non-smoker.  Once you're addicted, you're a smoker for life.  All I can do is try to always be a smoker who is not smoking today.




The music in the background is Mozart's Requiem Lacrymosa.   Anyone know why?",663995,TLBProductions,IQ4n7g31RlE,,,4.5,,,1186081071000,"Thu, 02 Aug 2007 18:57:51 GMT",20070802185751,Howto & DIY,,
Gullible is not in the Dictionary,145,"Every single day my Chemistry teacher would say to the class ""95% of Americans are scientifically illiterate...don't be one of the
	
	
			Every single day my Chemistry teacher would say to the class ""95% of Americans are scientifically illiterate...don't be one of them"". That always drove me crazy. He made fun of those scientifically illiterate Americans by saying how easily they would just take any fact by anyone as a true fact without questioning the validity of it. This drove me crazy because this was exactly what he was reinforcing by just giving us a fact and not having us question it.",1266,AngryLittleGirI,OruQy-X32O0,,,2.5,,,1186081071000,"Thu, 02 Aug 2007 18:57:51 GMT",20070802185751,People & Blogs,,
Oh Mandy - The Spinto Band,214,"Video for the song from Nice and Nicely Done.
Directed by Jon Watts",241230,SpintoBand,lYALZWFfPO0,,,4.5,,,1186081071000,"Thu, 02 Aug 2007 18:57:51 GMT",20070802185751,Music,,
Video Dating Tape,126,"Jake is still looking for your love. Short animation about a man named Jake. I made this. If you really think I stole this then why not go to fat-pie.com and click the link that says ""fat-pie on youtube"" see where it takes you. I realise that on youtube a lot of comment-makers don't think before leaving a claim or threat and certainly don't research, they just see someone else's opinion and instantly jump on the bandwagon. That's cool, but just remember, it's much quicker for me to delete a comment than it is for you to make one.",707894,Doki66,ke6P5qF072k,,,3.5,,,1186081071000,"Thu, 02 Aug 2007 18:57:51 GMT",20070802185751,Film & Animation,,
VDW: Hitman,143,"Hello, my name is Brett...",508385,VooDooWop,r0CdnUKGmMA,,,4.5,,,1186081071000,"Thu, 02 Aug 2007 18:57:51 GMT",20070802185751,Comedy,,
"""Chocolate Rain"" Original Song b...",292,"FREE MP3! Right-click and SAVE!

http://www.tayzonday.com/Tay_Z onday_Chocolate_Rain.mp3

This MP3 is subject to a Creative Commons License. Creative Commons License Details:

http://creativecommons.org/lic enses/by-nc-nd/3.0/us/

Original a cappella vocals (Very Rough Take):

http://www.chocolaterain.net/C R_Vocals_Rough_180bpm.wav

Heads up to remixers: I'm not sure how the long term commercial rights to the song will develop, but all commercial rights are generally reserved. 

""Chocolate Rain""

Chocolate Rain
Some stay dry and others feel the pain
Chocolate Rain
A baby born will die before the sin

Chocolate Rain
The school books say it can't be here again
Chocolate Rain
The prisons make you wonder where it went

Chocolate Rain
Build a tent and say the world is dry
Chocolate Rain
Zoom the camera out and see the lie 

Chocolate Rain
Forecast to be falling yesterday
Chocolate Rain
Only in the past is what they say

Chocolate Rain
Raised your neighborhood insurance rates
Chocolate Rain
Makes us happy 'livin in a gate

Chocolate Rain
Made me cross the street the other day
Chocolate Rain
Made you turn your head the other way

(Chorus)
Chocolate Rain
History quickly crashing through your veins
Chocolate Rain
Using you to fall back down again
[Repeat]

Chocolate Rain
Seldom mentioned on the radio
Chocolate Rain
Its the fear your leaders call control

Chocolate Rain
Worse than swearing worse than calling names
Chocolate Rain
Say it publicly and you're insane

Chocolate Rain
No one wants to hear about it now
Chocolate Rain
Wish real hard it goes away somehow

Chocolate Rain
Makes the best of friends begin to fight
Chocolate Rain
But did they know each other in the light? 

Chocolate Rain
Every February washed away
Chocolate Rain
Stays behind as colors celebrate

Chocolate Rain
The same crime has a higher price to pay
chocolate Rain
The judge and jury swear it's not the face

(Chorus)

Chocolate Rain
Dirty secrets of economy
Chocolate Rain
Turns that body into GDP 

Chocolate Rain
The bell curve blames the baby's DNA
Chocolate Rain
But test scores are how much the parents make

Chocolate Rain
'Flippin cars in France the other night
Chocolate Rain
Cleans the sewers out beneath Mumbai

Chocolate Rain
'Cross the world and back its all the same
Chocolate Rain
Angels cry and shake their heads in shame

Chocolate Rain
Lifts the ark of paradise in sin
Chocolate Rain
Which part do you think you're 'livin in?

Chocolate Rain
More than 'marchin more than passing law
Chocolate Rain
Remake how we got to where we are. 

(Chorus)",2841,TayZonday,EwTZ2xpQwpA,,,3.5,,,1186081071000,"Thu, 02 Aug 2007 18:57:51 GMT",20070802185751,Music,,
Create a Lemon Battery,407,"Purchase: http://hilaroad.com/video/ Creating a battery from a lemon is a common project in many science text books. Successfully creating one of these devices is not easy. This video demonstrates how to construct and use a lemon battery to light an LED and operate a calculator. 
http://hilaroad.com",873716,ScienceOnline,AY9qcDCFeVI,,,4.5,,,1186081071000,"Thu, 02 Aug 2007 18:57:51 GMT",20070802185751,Howto & DIY,,
The Loop Short Film,449,Short Psychological thriller directed by Daniel Lumb,20510,lumpaloaf,WuLxD5mrRD8,,,3.5,,,1186547317000,"Wed, 08 Aug 2007 04:28:37 GMT",20070808042837,Entertainment,,
KM Williams  -  Texas Country Bo...,223,"KM Williams (with Washboard Jackson assisting on Washboard) performing his original composition  ""Texas Country Boogie"" Live at the Coffee Haus in Arlington, Texas (from the film ""Sanctified Boogie""  http://www.levelgroundfilms.co m/sanctified_boogie.htm",58050,kdwilent,KooG75bELcI,,,3.5,,,1186547317000,"Wed, 08 Aug 2007 04:28:37 GMT",20070808042837,Music,,
Don't Stop ORIGINAL version,75,"a fight between green & red done in a arena of light
this is the orginal version directed by Joeri Holsheimer @ Czarevich Amsterdam http://www.czarevich.nl, Hans Loosman @ Valkieser Amsterdam did the Postproduction. http://www.valkieser.nl .",217233,arriflex01,P5xBadkEmSs,,,4.5,,,1186547317000,"Wed, 08 Aug 2007 04:28:37 GMT",20070808042837,Film & Animation,,
what does YOUR fridge say about ...,172,"1. age
2. location
3. relationship status
4. appearance",219177,jyris1,sqduQT242Iw,,,3.5,,,1186547317000,"Wed, 08 Aug 2007 04:28:37 GMT",20070808042837,People & Blogs,,
The World's Tallest Midget on 60...,226,60 Minutes profiles the world's tallest midget.,486527,Harpua500,XSRZgvPHakA,,,3.5,,,1186547317000,"Wed, 08 Aug 2007 04:28:37 GMT",20070808042837,Comedy,,
The Dream Journal by Tom Maples,227,My first stop-start animation since i was like 12...see what you reckon.,132077,punkjunkie04,yr1AkxiwBxA,,,3.5,,,1186547317000,"Wed, 08 Aug 2007 04:28:37 GMT",20070808042837,Film & Animation,,
Invisible Water Effect,30,Hydrogen is less dense then air surrounding it,1125,dragonoface,tAsOfqCy4A0,,,4.5,,,1186547317000,"Wed, 08 Aug 2007 04:28:37 GMT",20070808042837,Howto & DIY,,
Pages Of YouTube,117,"We have a word for YouTube.

""Extra Pages Of YouTube""
http://www.youtube.com/watch?v =usNEYTcKhRE

Hello. I'm 1938superman.

	
	
			We have a word for YouTube.

""Extra Pages Of YouTube""
http://www.youtube.com/watch?v =usNEYTcKhRE

Hello. I'm 1938superman.

IN ORDER OF APPEARANCE
------------------------------ ----------------
CardBoardBoxForAHead - http://www.youtube.com/cardboa rdboxforahead
---
Blunty3000 - http://www.youtube.com/blunty3 000
---
dinnerwithgreedo - http://www.youtube.com/dinnerw ithgreedo
---
riverbasil - http://www.youtube.com/riverba sil
---
nalts - http://www.youtube.com/nalts
---
littlepandaexpress - http://www.youtube.com/littlep andaexpress
---
ChristopherMast - http://www.youtube.com/christo phermast
---
sarrycrey - http://www.youtube.com/sarrycr ey
---
Zipster08 - http://www.youtube.com/zipster 08
---
TUBEGRANNY - http://www.youtube.com/tubegra nny
---
FantasticBabblings - http://www.youtube.com/fantast icbabblings
---
NihilistZealot - http://www.youtube.com/nihilis tzealot
---
VioletKitty411 - http://www.youtube.com/violetk itty411
---
paperyoshi - http://www.youtube.com/paperyo shi
---
MomoDelicious - http://www.youtube.com/momodel icious
---
mrmortonblogs - http://www.youtube.com/mrmorto nblogs
---
DatAintRight - http://www.youtube.com/dataint right
tdg143 - http://www.youtube.com/tdg143
---
positivesue - http://www.youtube.com/positiv esue
---
notforyousweetE - http://www.youtube.com/notfory ousweete
---
BoomerChick55 - http://www.youtube.com/boomerc hick55
---
khayav - http://www.youtube.com/khayav
---
bbenefiel - http://www.youtube.com/bbenefi el
---
Sabrnig - http://www.youtube.com/sabrnig
---
phaedress - http://www.youtube.com/phaedre ss
---
ChurchOfBlow - http://www.youtube.com/churcho fblow
weepingprophet - http://www.youtube.com/weeping prophet
---
PrincessDiana161 - http://www.youtube.com/princes sdiana161
---
katz20two - http://www.youtube.com/katz20t wo
---
BEENDOWNHEARTEDBABY - http://www.youtube.com/beendow nheartedbaby
---
MamboDogFaceOne - http://www.youtube.com/mambodo gfaceone
---
drxero1988 - http://www.youtube.com/drxero1 988

Thank you to everyone. :-)",355192,1938superman,LIWbH-3d2P4,,,3.5,,,1186547317000,"Wed, 08 Aug 2007 04:28:37 GMT",20070808042837,People & Blogs,,
Jack Rabbit Bauer in Bunny 24,251,Raisin is Jack Rabbit Bauer in an episode of Bunny 24.,559490,IcelandicBunny,HPcYO25OKXk,,,3.5,,,1186547317000,"Wed, 08 Aug 2007 04:28:37 GMT",20070808042837,Pets & Animals,,
"'Harold Buttleman, Daredevil Stu...",5719,"A feature film from the makers of 'God, Inc'. Harold Buttleman, small town tuxedo salesman, thinks he's the next Evel Knievel. He's not.

Now you can help support my projects - I get a dollar for everyone who joins Spout (it's free!)- http://www.spout.com/francisst okes
You can buy DVDs here: http://www.customflix.com/2336 33

Synopsis: Harold Buttleman (John Hawkes, 'Deadwood') is a small town tuxedo salesman who thinks he's the next Evel Knievel. He is on the brink of TV stardom (a 3 a.m. spot on late night cable access), but the life of a daredevil stuntman is harder than it looks. Harold's parents want him to move out of their basement and his girlfriend wants him to settle into a career selling bathtub parts.

For Harold, it all depends on his big break - he gathers the entire town for his gala premiere celebration, but there's a surprise in store. An offbeat comedy about following your dreams, and the finer points of being shot out of a cannon. Also stars Anita Barone, Stephen Falk ('God, Inc'), Stephanie Jane Markham ('God, Inc'), Karen Black ('Easy Rider') and Dan Castellaneta ('The Simpsons').

Thanks a lot for checking out our movie! For more info, visit http://www.francisstokes.com",224691,francisstokesdotcom,ba1OLZajyJs,,,4.5,,,1186547317000,"Wed, 08 Aug 2007 04:28:37 GMT",20070808042837,Comedy,,
Voodoo Trombones,224,"An animation made to accompany a live performance of the music.

lllustrations and animation by eclectech.
http://eclectech.co.
	
	
			An animation made to accompany a live performance of the music.

lllustrations and animation by eclectech.
http://eclectech.co.uk

Music by the Voodoo Trombone Quartet
http://www.myspace.com/voodoot rombonequartet

Bigger and higher quality in Flash
http://eclectech.co.uk/voodoot rombones.php",397932,eclectech,Gy4SrV-aHxg,,,2.5,,,1186547317000,"Wed, 08 Aug 2007 04:28:37 GMT",20070808042837,Film & Animation,,
I'm falling in love,197,"this is an original acoustic song 

subscribe for instant video updates. more videos coming soon.




to purchase this song and others check out my myspace page. Theres a link to where you can buy my cd in my influences section. 


myspace.com/jsteere

all the money i make from the mp3 downloads is going towards making my real cd in november.




enjoy :)",422501,bunetaybaz,oXjInYHk2j0,,,4.5,,,1186547317000,"Wed, 08 Aug 2007 04:28:37 GMT",20070808042837,Music,,
GREEN GRASS OFFICIAL VIDEO - CIB...,241,"DIR. GUS GUIMARARES
and ADAMS CARVALHO

more music : www.myspace.com/cibelleblackbi rd",34671,cibelleblackbird,0yPMdWxSxUg,,,4.5,,,1186618026000,"Thu, 09 Aug 2007 00:07:06 GMT",20070809000706,Music,,
Mortimer & Bracket,537,"This was my senior thesis project at MCAD.  I spent over 16 months working on it, in addition to my other projects, classes, and my internship at Make, LLC (which became my full time job right after school.)  I finished the project just a few months ago, before my graduation in May of 2007.  A lot of sweat, blood and love went into ""Mortimer & Bracket"", and I hope you enjoy their story!",174875,achesworth,BPrGpsrXCyc,,,4.5,,,1186618026000,"Thu, 09 Aug 2007 00:07:06 GMT",20070809000706,Film & Animation,,
The Loop Short Film,449,Short Psychological thriller directed by Daniel Lumb,64713,lumpaloaf,WuLxD5mrRD8,,,3.5,,,1186618026000,"Thu, 09 Aug 2007 00:07:06 GMT",20070809000706,Entertainment,,
